OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,LotArea,BedroomAbvGr,TotRmsAbvGrd,GarageArea,SalePrice
0.6514792433257053,0.3703334392167798,0.31172464418307205,-0.4593025408311876,0.7897405221108432,1.0509937888999858,-0.20714170777431132,0.1637791168735145,0.9122097711603002,0.35100032086652694,208500
-0.7951514718918301,-0.8346913575615222,-1.02685765142659,-0.151473460328387,-1.0260408358133,-1.0687338036406384,-0.31037039952949874,-1.0624645274102333,-0.934129784145668,-1.2538161266819705,118000
-1.5184668295005979,-0.5529478031804974,-2.365439947036252,-0.2449622921847931,-1.0260408358133,-0.4063189309716933,-0.11994854095196851,0.1637791168735145,-0.31868326571034533,-2.2129629830885067,128950
0.6514792433257053,-0.5853102384810206,0.31172464418307205,0.2954487602534569,0.7897405221108432,1.1503560198003275,-0.3763164958158224,-1.0624645274102333,-0.31868326571034533,0.7440165937355467,206000
-2.2417821871093655,-1.0878798219714971,0.31172464418307205,-2.411166932760057,-1.0260408358133,-0.638164136405824,-0.031151821636341247,-1.0624645274102333,-1.5495763025809908,0.2574250178024746,82000
-0.7951514718918301,-1.5695090061498707,-1.02685765142659,-0.8355380836679439,-1.0260408358133,-1.698027932676136,-0.5128189018066625,-1.0624645274102333,-1.5495763025809908,-1.2023497099967417,86000
1.374794600934473,0.11143395681259484,1.6503069397927341,1.1778921243614853,0.7897405221108432,1.1503560198003275,0.14433695434747743,0.1637791168735145,0.29676325272497744,1.642339503150449,232000
-0.7951514718918301,0.31322325927468014,0.31172464418307205,1.4195949579414622,0.7897405221108432,0.15673371079691,0.09853548625803989,1.3900227611572622,0.9122097711603002,0.2574250178024746,136905
0.6514792433257053,-0.02182312971897095,0.31172464418307205,0.658003010623422,0.7897405221108432,1.1172352761668802,-0.7351113661882215,-2.288708171693981,0.29676325272497744,-0.07476730807491115,181000
-0.7951514718918301,-1.0098292427172944,-1.02685765142659,-0.16515475279517813,0.7897405221108432,0.18985445443035726,-0.21365613977827944,0.1637791168735145,-0.31868326571034533,-0.6783280128380487,149900
-0.07183611428306243,0.2694387879857371,0.31172464418307205,1.3671500034854294,0.7897405221108432,-0.04199075100377351,0.1641809164518727,0.1637791168735145,0.29676325272497744,0.05155935106155949,163500
-1.5184668295005979,-0.8061362675904724,-1.02685765142659,-1.1661693182820632,-1.0260408358133,-0.04199075100377351,-0.8318256259394408,0.1637791168735145,-0.31868326571034533,-0.8748361492725585,88000
0.6514792433257053,0.3703334392167798,0.31172464418307205,1.4880014202754177,0.7897405221108432,1.0841145325334332,0.16047270131115235,0.1637791168735145,0.29676325272497744,0.3603578511729322,240000
-0.07183611428306243,0.17996617274311438,0.31172464418307205,1.259979879162232,0.7897405221108432,0.18985445443035726,0.008636324603279549,0.1637791168735145,-0.31868326571034533,0.03284429044874903,205000
-0.7951514718918301,0.012442978246288827,-2.365439947036252,-0.11270979833914542,0.7897405221108432,-1.4993034708754527,-0.45268568330849507,1.3900227611572622,0.29676325272497744,-2.2129629830885067,102000
-0.7951514718918301,-0.46537886060261136,-1.02685765142659,-0.76941183674512,0.7897405221108432,-0.770647110939613,1.079308279963151,1.3900227611572622,0.29676325272497744,-0.7531882552892905,135000
-0.7951514718918301,0.2827644966388937,-2.365439947036252,-2.411166932760057,0.7897405221108432,-0.20759446917100977,-0.06933641538267757,1.3900227611572622,0.9122097711603002,-2.2129629830885067,100000
-0.07183611428306243,-0.025630475048444255,-1.02685765142659,-1.0384772552586792,-1.0260408358133,-1.5986657017757944,0.0075338822641464786,0.1637791168735145,0.29676325272497744,-1.370785255512036,165000
-0.7951514718918301,-0.9393933541220382,-1.02685765142659,-0.08078678258329944,-1.0260408358133,-2.0292353690106086,-0.33241924631216013,-1.0624645274102333,-1.5495763025809908,-0.9029087401917743,85000
-0.07183611428306243,-0.825172994237839,-1.02685765142659,0.05602614208461196,-1.0260408358133,-0.770647110939613,0.11497189931420565,-1.0624645274102333,-0.934129784145668,-1.0900593463198789,119200
1.374794600934473,0.28466816930363037,0.31172464418307205,-0.564192449743253,0.7897405221108432,0.9847523016330912,-0.21215280931582525,0.1637791168735145,-0.31868326571034533,0.2574250178024746,227000
0.6514792433257053,-0.02182312971897095,0.31172464418307205,1.0182770455822554,0.7897405221108432,0.8191485834658551,0.13692052406603678,0.1637791168735145,-0.31868326571034533,0.023486760142343795,203000
1.374794600934473,-0.2959519934410491,0.31172464418307205,0.3706958688208081,-1.0260408358133,0.42169965986448804,-0.471326981042927,-2.288708171693981,-1.5495763025809908,0.4305393284709714,187500
0.6514792433257053,-0.08274065499054388,0.31172464418307205,-1.5355642148854238,0.7897405221108432,0.6535448652986188,0.026776512183560062,0.1637791168735145,0.29676325272497744,-0.33209939150105505,160000
-0.07183611428306243,0.4122142378409862,0.31172464418307205,-0.7215273131113511,0.7897405221108432,0.4548204034979353,-0.1313738524666203,0.1637791168735145,0.29676325272497744,0.014129229835938563,178000
0.6514792433257053,-0.01801578438949764,0.31172464418307205,0.6944864572015318,0.7897405221108432,1.1172352761668802,-0.7520488893985386,-1.0624645274102333,-0.31868326571034533,-0.15430631567935563,213490
-1.5184668295005979,-0.7299893610010063,0.31172464418307205,0.17003691264120477,-1.0260408358133,1.1172352761668802,-0.35005832373828927,-1.0624645274102333,-0.934129784145668,-0.10283989899412684,176000
0.6514792433257053,-0.5624661665041807,0.31172464418307205,0.32281134518703913,0.7897405221108432,1.1503560198003275,-0.3117735079611227,-1.0624645274102333,-0.31868326571034533,0.7440165937355467,194000
-0.7951514718918301,-0.5091633318915544,-1.02685765142659,-0.3316104778078036,-1.0260408358133,-1.3668204963416637,-0.1080221192831653,-1.0624645274102333,-0.31868326571034533,-1.4643605585760882,87000
0.6514792433257053,-0.02182312971897095,0.31172464418307205,0.658003010623422,0.7897405221108432,1.1172352761668802,-0.7351113661882215,-1.0624645274102333,0.29676325272497744,-0.16834261113896348,191000
1.374794600934473,2.6318965649239248,0.31172464418307205,1.1573701856612986,0.7897405221108432,0.15673371079691,0.4992231655174956,-1.0624645274102333,2.1431028080309455,0.8984158437912331,287000
-0.7951514718918301,-1.2059075271851698,0.31172464418307205,-0.4000169401417593,-1.0260408358133,0.024250736263120992,-0.2823082308970206,0.1637791168735145,-0.934129784145668,-0.056052247462100684,112500
-0.7951514718918301,-0.47870456925576793,0.31172464418307205,0.48014620855513723,-1.0260408358133,-0.37319818733824606,-0.12195298156857409,0.1637791168735145,-0.31868326571034533,-0.056052247462100684,167500
1.374794600934473,0.24849838867363394,1.6503069397927341,1.323825910673924,0.7897405221108432,1.1834767634337748,-0.09990413478591269,0.1637791168735145,0.29676325272497744,1.5300491394735862,293077
-0.7951514718918301,-0.26549323080526266,-1.02685765142659,-0.659961497010791,-1.0260408358133,-1.0024923163737438,-0.10271035164916051,0.1637791168735145,-0.31868326571034533,-1.0900593463198789,105000
-0.7951514718918301,0.037190722887865325,0.31172464418307205,-2.411166932760057,0.7897405221108432,0.25609594169725175,-0.3506596559232709,1.3900227611572622,0.9122097711603002,-0.2946692702754341,118964
-0.07183611428306243,-0.566273511833654,-1.02685765142659,-0.8788621764794492,-1.0260408358133,0.024250736263120992,-0.8856448564953007,0.1637791168735145,0.29676325272497744,-0.977768982643016,118000
-0.7951514718918301,0.7853340801293703,-2.365439947036252,-0.8469391607236032,0.7897405221108432,-1.830510907209925,-0.34424544595013307,2.61626640544101,2.1431028080309455,-2.2129629830885067,160000
0.6514792433257053,2.982172335235469,0.31172464418307205,-0.532269433987407,0.7897405221108432,-1.698027932676136,0.5358042067705475,2.61626640544101,3.373995844901591,0.9311671998636514,197000
1.374794600934473,1.9123082976534695,1.6503069397927341,0.6397612873343672,0.7897405221108432,0.7197863525655133,0.40331068201291853,2.61626640544101,2.1431028080309455,1.5113340788607756,310000
0.6514792433257053,0.26372776999152714,1.6503069397927341,1.360309357252034,0.7897405221108432,1.0178730452665385,-0.23971386779415202,0.1637791168735145,-0.31868326571034533,1.9979256547938478,230000
-0.7951514718918301,-1.0688430953241308,-1.02685765142659,-0.3133687545187488,-1.0260408358133,-1.1018545472740855,-0.4221179639052599,-1.0624645274102333,-0.934129784145668,-1.0900593463198789,119750
-1.5184668295005979,-1.2763434157804259,-1.02685765142659,-2.411166932760057,-1.0260408358133,-0.4725604182385878,0.09853548625803989,0.1637791168735145,-0.934129784145668,-0.856121088659748,84000
2.098109958543241,0.19900289939048094,1.6503069397927341,1.2827820332735507,0.7897405221108432,1.1834767634337748,0.23864588535877004,-1.0624645274102333,-0.31868326571034533,2.0540708366322793,315500
1.374794600934473,1.4230644228161495,0.31172464418307205,-0.0055396740159481695,0.7897405221108432,0.9847523016330912,-0.12796630341839083,0.1637791168735145,0.29676325272497744,2.021319480559861,287000
-1.5184668295005979,-0.3264107560768356,-2.365439947036252,-1.1661693182820632,-1.0260408358133,-0.04199075100377351,-0.9003774950273516,0.1637791168735145,-0.31868326571034533,-2.2129629830885067,97000
0.6514792433257053,-0.5510441305157607,1.6503069397927341,0.3843771612875993,0.7897405221108432,1.2497182507006692,-0.011508303593606545,0.1637791168735145,-0.31868326571034533,1.2493232302814292,198900
-1.5184668295005979,-1.6856330386988065,-1.02685765142659,-0.9746312237469872,-1.0260408358133,-0.04199075100377351,-0.9059899287538473,-2.288708171693981,-2.1650228210163136,-0.8748361492725585,80000
